1.0 7.4096742943e-45 
1.0 4.51111592261e-18 
1.0 1.02624067897e-35 
1.0 5.0814565761e-23 
1.66054471955e-47 1.0 
2.65471484794e-26 1.0 
2.70028197356e-46 1.0 
1.0 1.64672477882e-35 
1.0 5.95009238837e-37 
2.29420157027e-38 1.0 
1.0 1.11198039369e-39 
1.95536093505e-64 1.0 
6.8672988296e-35 1.0 
8.06907941048e-19 1.0 
1.0 2.77634542393e-59 
1.0 1.49712086443e-19 
3.61262368819e-11 0.999999999964 
5.21057864872e-25 1.0 
1.0 7.19033765978e-60 
9.88284264637e-13 0.999999999999 
1.0 1.16635527631e-22 
1.0 3.86074446924e-61 
7.45822902997e-26 1.0 
0.999999999999 9.34851356087e-13 
2.25353638444e-41 1.0 
1.0 3.39022272932e-40 
1.0 1.14023763398e-46 
1.40912719311e-17 1.0 
9.36996437747e-41 1.0 
1.0 8.01668317248e-39 
0.262955415128 0.737044584872 
1.0 3.07963934153e-49 
1.0 6.74855433721e-26 
9.04597727795e-29 1.0 
1.0 1.45394285978e-66 
4.24701896443e-47 1.0 
2.29839121121e-08 0.999999977016 
0.000102081881134 0.999897918119 
3.47427220166e-68 1.0 
0.99877984531 0.00122015469014 
1.41900702979e-62 1.0 
7.54541351821e-52 1.0 
3.30160642441e-16 1.0 
2.74696212254e-14 1.0 
4.24900143084e-39 1.0 
2.07016322904e-24 1.0 
2.38496064595e-11 0.999999999976 
0.996040635321 0.00395936467935 
1.0 2.67069476345e-64 
4.730698972e-14 1.0 
1.0 1.45102913019e-73 
1.0 5.14428008259e-50 
1.0 4.59980681996e-29 
1.0 6.26770940327e-37 
1.0 1.42777432165e-53 
1.0 1.57999325809e-27 
1.0 1.01198199848e-46 
1.0 1.85534189675e-45 
1.0 2.02987953454e-20 
1.0 5.09375448011e-50 
2.01226061526e-35 1.0 
1.0 2.00120744829e-36 
1.04589461085e-66 1.0 
4.55679954272e-25 1.0 
0.99999840792 1.59208024971e-06 
1.0 2.53625841635e-30 
2.4787570564e-49 1.0 
4.59247758819e-54 1.0 
5.58838707662e-29 1.0 
1.621824976e-54 1.0 
0.999999999278 7.22079661586e-10 
2.57468768451e-115 1.0 
0.000293476656385 0.999706523344 
3.21282836599e-11 0.999999999968 
8.65498028744e-37 1.0 
2.37955750017e-29 1.0 
1.0 3.45744015631e-69 
0.455371945971 0.544628054029 
2.03317209783e-55 1.0 
1.0 5.73976803851e-67 
2.04140360771e-35 1.0 
1.0 1.50734129166e-126 
1.0 8.30228486154e-23 
1.0 4.01269958654e-29 
6.35616564281e-12 0.999999999994 
1.0 1.17265259974e-28 
1.0 3.31562282454e-56 
1.0 1.67712085358e-35 
1.0 4.72856769206e-49 
1.0 6.73008947816e-52 
1.28324926024e-37 1.0 
5.54065923754e-179 1.0 
0.999999999999 6.72044397776e-13 
0.999996198852 3.80114774379e-06 
1.0 4.73963327071e-20 
1.0 1.65234605576e-21 
1.0 2.26013665061e-45 
1.0 1.46547023751e-20 
1.0 1.27087645485e-17 
1.0 1.43255840919e-41 
